browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Chrome,146.0.0.0,1710,1107,MacOS,en-GB,2026-04-23_16:54:45,2026-04-23_17:54:45,2026-04-11_20:08:30,https://www.testable.org/experiment/20465/792481/start,146.456

rowNo,type,stim1,textColor,key,condition1,condition2,feedback,stimFormat,ITI,keyboard,random,head,responseType,responseOptions,responseOther,ITI_ms,ITI_f,ITI_fDuration,timestamp,response,RT,correct,responseCode
"16",test,RED,blue,up,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.66",63000,up,555,"1",""
"27",test,GREEN,red,left,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",64495,left,699,"1",""
"35",test,YELLOW,blue,up,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",65830,up,535,"1",""
"26",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.66",67231,right,602,"1",""
"18",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",68605,up,576,"1",""
"17",test,RED,yellow,down,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",70113,down,718,"1",""
"20",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",71651,up,739,"1",""
"34",test,YELLOW,green,right,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",73351,right,905,"1",""
"32",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",75114,down,968,"1",""
"21",test,BLUE,red,left,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.66",76546,left,634,"1",""
"30",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",78029,down,684,"1",""
"29",test,GREEN,yellow,down,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",79616,down,787,"1",""
"28",test,GREEN,blue,up,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",81349,up,937,"1",""
"23",test,BLUE,yellow,down,critical,incongruent,"",word,"800",up left right down,"1","","","","",799,48,"16.65",83065,down,919,"1",""
"19",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",84530,up,668,"1",""
"46",test,BLUE,green,right,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",85996,right,667,"1",""
"55",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"2","","","","",801,48,"16.68",87597,down,802,"1",""
"59",test,YELLOW,blue,up,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",89329,up,934,"1",""
"51",test,GREEN,red,left,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",90649,left,521,"1",""
"53",test,GREEN,yellow,down,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",93249,down,1804,"1",""
"42",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",94996,up,950,"1",""
"47",test,BLUE,yellow,down,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",96813,down,1018,"1",""
"50",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",98472,right,860,"1",""
"36",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",99833,left,571,"1",""
"52",test,GREEN,blue,up,critical,incongruent,"",word,"800",up left right down,"2","","","","",801,48,"16.68",101416,up,788,"1",""
"45",test,BLUE,red,left,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",103368,left,1156,"1",""
"57",test,YELLOW,red,left,critical,incongruent,"",word,"800",up left right down,"2","","","","",801,48,"16.69",104743,left,581,"1",""
"48",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",107365,right,1820,"1",""
"39",test,RED,green,right,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",108834,right,672,"1",""
"43",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",111147,up,1518,"1",""
"44",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",112598,up,652,"1",""
"37",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",114029,left,634,"1",""
"38",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",115397,left,568,"1",""
"41",test,RED,yellow,down,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",116996,down,801,"1",""
"49",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",118483,right,687,"1",""
"40",test,RED,blue,up,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",121047,up,1768,"1",""
"54",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",122728,down,883,"1",""
"58",test,YELLOW,green,right,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",124404,right,875,"1",""
"56",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"2","","","","",799,48,"16.65",125946,down,750,"1",""
"60",form,"","","","","","","","","","",Are you a native speaker of English?,radio,Yes;No,"it's a bit complicated, let me explain",799,"","",146456,No,19982,"0","2"
"61",form,"","","","","","","","","","",How long have you been learning/using English?,radio,0-5;5-10;10-15;15+,"",799,"","",146456,10-15,19982,"0","3"
"62",form,"","","","","","","","","","",How would you rate your English proficiency?,radio,1;2;3;4;5,"",799,"","",146456,"3",19982,"0","3"
"63",form,"","","","","","","","","","",Do you have any colour vision deficiency?,radio,Yes;No,"",799,"","",146456,No,19982,"0","2"
