browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Chrome,146.0.0.0,1710,1107,MacOS,en-GB,2026-04-24_20:52:39,2026-04-24_21:52:39,2026-04-11_20:08:30,https://www.testable.org/experiment/20465/792481/start,359.276

rowNo,type,stim1,textColor,key,condition1,condition2,feedback,stimFormat,ITI,keyboard,random,head,responseType,responseOptions,responseOther,ITI_ms,ITI_f,ITI_fDuration,timestamp,response,RT,correct,responseCode
"16",test,RED,blue,up,critical,incongruent,"",word,"800",up left right down,"1","","","","",801,48,"16.68",311170,up,1304,"1",""
"33",test,YELLOW,red,left,critical,incongruent,"",word,"800",up left right down,"1","","","","",799,48,"16.65",312883,left,916,"1",""
"12",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"1","","","","",801,48,"16.69",314273,left,590,"1",""
"34",test,YELLOW,green,right,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.66",315989,right,923,"1",""
"51",test,GREEN,red,left,critical,incongruent,"",word,"800",up left right down,"2","","","","",801,48,"16.69",317568,left,785,"1",""
"57",test,YELLOW,red,left,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",319102,left,734,"1",""
"49",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",320650,right,751,"1",""
"48",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",321968,right,518,"1",""
"50",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",323238,right,472,"1",""
"54",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"2","","","","",801,48,"16.68",324753,down,720,"1",""
"37",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",326118,left,571,"1",""
"42",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",327570,up,655,"1",""
"36",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"2","","","","",801,48,"16.69",329010,left,643,"1",""
"40",test,RED,blue,up,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",330538,up,738,"1",""
"39",test,RED,green,right,critical,incongruent,"",word,"800",up left right down,"2","","","","",799,48,"16.65",332104,right,770,"1",""
"56",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",333573,down,673,"1",""
"41",test,RED,yellow,down,critical,incongruent,"",word,"800",up left right down,"2","","","","",801,48,"16.68",334900,down,533,"1",""
"46",test,BLUE,green,right,critical,incongruent,"",word,"800",up left right down,"2","","","","",799,48,"16.65",336490,right,790,"1",""
"45",test,BLUE,red,left,critical,incongruent,"",word,"800",up left right down,"2","","","","",801,48,"16.69",337934,left,651,"1",""
"53",test,GREEN,yellow,down,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",339486,down,753,"1",""
"59",test,YELLOW,blue,up,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",341032,up,749,"1",""
"47",test,BLUE,yellow,down,critical,incongruent,"",word,"800",up left right down,"2","","","","",799,48,"16.65",342452,down,619,"1",""
"43",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",344552,up,1303,"1",""
"58",test,YELLOW,green,right,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",346056,right,706,"1",""
"38",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",347502,left,653,"1",""
"44",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"2","","","","",799,48,"16.65",348970,up,669,"1",""
"52",test,GREEN,blue,up,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",350559,up,792,"1",""
"55",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",351994,down,645,"1",""
"60",form,"","","","","","","","","","",Are you a native speaker of English?,radio,Yes;No,"it's a bit complicated, let me explain",800,"","",359276,Yes,6764,"0","1"
"61",form,"","","","","","","","","","",How long have you been learning/using English?,radio,0-5;5-10;10-15;15+,"",800,"","",359276,15+,6764,"0","4"
"62",form,"","","","","","","","","","",How would you rate your English proficiency?,radio,1;2;3;4;5,"",800,"","",359276,"5",6764,"0","5"
"63",form,"","","","","","","","","","",Do you have any colour vision deficiency?,radio,Yes;No,"",800,"","",359276,No,6764,"0","2"
